geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
12238,-23.26549808021235,-45.934663422413365,sao jose dos campos,SP
12239,-23.27401838384212,-45.911904688360316,sao jose dos campos,SP
12240,-23.23279089640468,-45.92753119477723,sao jose dos campos,SP
12241,-23.248665096870702,-45.947560459701606,sao jose dos campos,SP
12242,-23.212060597318658,-45.91650665875122,sao jose dos campos,SP
12243,-23.21919312095716,-45.96648999999997,sao jose dos campos,SP
12244,-23.232649558863105,-45.96897150000001,sao jose dos campos,SP
12245,-23.21004954021696,-45.894973249091166,sao jose dos campos,SP
12246,-23.257008010271782,-46.03376912299996,sao jose dos campos,SP
12247,-23.265769826661412,-45.91272434753206,sao jose dos campos,SP
12248,-23.17638311878932,-45.80583217208146,sao jose dos campos,SP
12249,-22.924614278566658,-46.00455848353164,sao francisco xavier,SP
12250,-22.95701704961859,-45.844225345460046,monteiro lobato,SP
12260,-23.548191004590983,-45.708790409737674,paraibuna,SP
12270,-23.320188,-45.73585349999999,jambeiro,SP
12280,-23.09953969386578,-45.71163298664092,cacapava,SP
12281,-23.11148200276996,-45.70947640477233,cacapava,SP
12282,-23.119299030500017,-45.71463466916728,cacapava,SP
12283,-23.11931951457095,-45.71009963075926,cacapava,SP
12284,-23.120873204890195,-45.72266879926695,cacapava,SP
12285,-23.185833631975285,-45.72822905966877,cacapava,SP
12286,-23.12730754316459,-45.750961440331224,cacapava,SP
12287,-23.112747586733217,-45.71990000410531,cacapava,SP
12288,-23.09705636214969,-45.71251182512412,cacapava,SP
12289,-23.080958975332155,-45.77360059845524,cacapava,SP
12290,-23.05715480031881,-45.712736226989186,cacapava,SP
12294,-23.148041833556352,-45.73219721256254,cacapava,SP
12295,-23.188411473001146,-45.734692853654636,caçapava,SP
12297,-23.088769333891143,-45.6925295538404,cacapava,SP
12301,-23.282269450305748,-45.94790007364546,jacarei,SP
12302,-23.30985680682672,-45.96640515375962,jacarei,SP
12305,-23.308873221861,-45.968544696023166,jacarei,SP
12306,-23.31735751741973,-45.95437157216227,jacarei,SP
12307,-23.3035536190748,-45.96217392728947,jacarei,SP
12308,-23.31165625145709,-45.96926203566279,jacarei,SP
12309,-23.316074832910193,-45.96430772384439,jacarei,SP
12310,-23.308794087081857,-46.00963124999999,jacarei,SP
12311,-23.28538421310507,-45.944534136512814,jacarei,SP
12312,-23.3134605,-45.997497,jacarei,SP
12315,-23.322460913959265,-45.946331157484295,jacarei,SP
12316,-23.32161989064574,-45.94480761532687,jacarei,SP
12318,-23.321470295314175,-45.98880066379305,jacarei,SP
12319,-23.32670141769176,-45.97549384347043,jacarei,SP
12320,-23.318974121011014,-45.98228771678118,jacarei,SP
12321,-23.306059529286127,-45.992213496589024,jacarei,SP
12322,-23.316426167638053,-45.99208651053832,jacarei,SP
12323,-23.33313347821568,-45.99861663942802,jacarei,SP
12324,-23.33301811199993,-46.015299399999954,jacarei,SP
12325,-23.309038930496737,-46.02186065459633,jacarei,SP
12326,-23.324239993779567,-46.04564761976022,jacarei,SP
12327,-23.31177085960578,-45.97897637301639,jacarei,SP
12328,-23.307643816736654,-45.97070116623768,jacarei,SP
12329,-23.297970139861192,-46.036982754746596,jacarei,SP
12330,-23.299811519769072,-46.04102626871798,jacarei,SP
12331,-23.303529337995354,-46.06814774674181,jacarei,SP
12333,-23.23457185929803,-46.07638664440725,jacarei,SP
12334,-23.29820266786043,-46.012807904681345,jacarei,SP
12335,-23.321766477805614,-45.98308700054614,jacarei,SP
12340,-23.368833307503053,-46.02864941638114,jacarei,SP
12341,-23.29357565667083,-45.98510497307211,jacarei,SP
12350,-23.21457444566349,-46.22543394432154,igarata,SP
12380,-23.41600499999995,-45.9602057907481,santa branca,SP
12400,-22.93186493942842,-45.47196704836461,pindamonhangaba,SP
12401,-22.925422751748005,-45.48302423126359,pindamonhangaba,SP
12402,-22.920965236167568,-45.455728869944366,pindamonhangaba,SP
12403,-22.928042398640017,-45.455671133280504,pindamonhangaba,SP
12404,-22.92205835716705,-45.596073138089274,pindamonhangaba,SP
12405,-22.92633698188634,-45.44167505845967,pindamonhangaba,SP
12410,-22.941527806219753,-45.46365373935392,pindamonhangaba,SP
12411,-22.937131196847968,-45.452488554999405,pindamonhangaba,SP
12412,-22.978662283001622,-45.47721053506938,pindamonhangaba,SP
12413,-22.954737220729214,-45.47669068076309,pindamonhangaba,SP
12414,-22.952737974525405,-45.413672512782405,pindamonhangaba,SP
12415,-22.961285332703422,-45.41104172580122,pindamonhangaba,SP
12420,-22.95112068588389,-45.48112234802443,pindamonhangaba,SP
12421,-22.965043303016834,-45.49172108176731,pindamonhangaba,SP
12422,-22.944880680340862,-45.4824593495094,pindamonhangaba,SP
12423,-22.951329540072688,-45.51077742796873,pindamonhangaba,SP
12424,-22.962239999999948,-45.507921268518,pindamonhangaba,SP
12425,-22.936222704775005,-45.48057616854829,pindamonhangaba,SP
12426,-22.954291133429884,-45.502248427935974,pindamonhangaba,SP
12440,-22.92054781635365,-45.37476582941538,pindamonhangaba,SP
12441,-22.943576363047754,-45.4585726591454,pindamonhangaba,SP
12442,-22.945896451489407,-45.39586132740713,pindamonhangaba,SP
12443,-22.900476529253503,-45.37761243148369,pindamonhangaba,SP
12444,-22.903635276281623,-45.38315588759811,pindamonhangaba,SP
12445,-22.89254846179927,-45.39088154347578,pindamonhangaba,SP
12446,-22.89059584685625,-45.37001849208141,pindamonhangaba,SP
12450,-22.852525229254173,-46.688461405041636,santo antonio do pinhal,SP
12460,-22.783163885076085,-45.6562738907705,campos do jordao,SP
12490,-22.797173861283888,-45.75915679877878,sao bento do sapucai,SP
12500,-22.819347223432285,-45.19802027434397,guaratingueta,SP
12501,-22.82174294371159,-45.198495576397384,guaratingueta,SP
12502,-22.820347415700002,-45.188427652446435,guaratingueta,SP
12503,-22.831979272893506,-45.19669524614547,guaratingueta,SP
12504,-22.83019281764676,-45.212178859137424,guaratingueta,SP
12505,-22.818129725789564,-45.2034247246571,guaratingueta,SP
12506,-22.806798069022516,-45.214088648525646,guaratingueta,SP
12507,-22.808843211719612,-45.246331745098104,guaratingueta,SP
12508,-22.79341073378477,-45.26996268589723,guaratingueta,SP
12509,-22.800411909394466,-45.23264359066804,guaratingueta,SP
12510,-22.79615651556581,-45.2484065032234,guaratingueta,SP
12511,-22.80675017971609,-45.212461278633135,guaratingueta,SP
12512,-22.79299857360179,-45.25460499999997,guaratingueta,SP
12513,-22.793244514258,-45.20432179613412,guaratingueta,SP
12514,-22.81019989779236,-45.202243898641065,guaratingueta,SP
12515,-22.811760818911427,-45.20416468131845,guaratingueta,SP
12516,-22.80651221175189,-45.19511159548415,guaratingueta,SP
12517,-22.80449220082703,-45.18687214775856,guaratingueta,SP
12518,-22.789935055143108,-45.18651957620904,guaratingueta,SP
12519,-22.781662199127194,-45.18806669930507,guaratingueta,SP
12520,-22.812360458711858,-45.1826577192164,guaratingueta,SP
12521,-22.792609306484557,-45.1712227241924,guaratingueta,SP
12522,-22.803796669165955,-45.17333016950565,guaratingueta,SP
12523,-22.794984553782033,-45.157123703094136,guaratingueta,SP
12524,-22.820247282911787,-45.182049211585245,guaratingueta,SP
12525,-22.843569999999946,-45.27644849623506,potim,SP
12530,-23.0836762290105,-44.96585999999997,cunha,SP
12540,-23.07282988278215,-44.95182029065415,campos de cunha,SP
12570,-23.97287739992427,-46.537445602718456,aparecida,SP
12580,-22.92333599999995,-45.31743614835927,roseira,SP
12600,-22.739292712187638,-45.144169999999974,lorena,SP
12601,-22.739541788793307,-45.13516754801203,lorena,SP
12602,-22.730770449562183,-45.13350309839901,lorena,SP
12603,-22.729952211206694,-45.11596685429048,lorena,SP
12604,-22.734372673350105,-45.11590109908247,lorena,SP
12605,-22.757688,-45.1195767460875,lorena,SP
12606,-22.751414958334717,-45.117419772381346,lorena,SP
12607,-22.750080342771593,-45.1200415649489,lorena,SP
12608,-22.74753015897771,-45.13840538980903,lorena,SP
12609,-22.75639790575612,-45.129079199694154,lorena,SP
12610,-22.761073372468122,-45.13616103631682,lorena,SP
12611,-22.743464335090174,-45.134539160429895,lorena,SP
12615,-22.719566999999948,-45.063522222108745,canas,SP
12620,-22.620259984421,-45.19826479409068,piquete,SP
12630,-22.710305999999946,-45.030440704183206,cachoeira paulista,SP
12690,-22.67693801481691,-44.859423067556,silveiras,SP
12701,-22.59079047016561,-44.96784891791768,cruzeiro,SP
12702,-22.592886370809392,-44.974028357752935,cruzeiro,SP
12703,-22.58919379286481,-44.982243010387926,cruzeiro,SP
12704,-22.580286008516183,-44.989102288649065,cruzeiro,SP
12705,-22.580357168005637,-44.97508331458519,cruzeiro,SP
12710,-22.573925863725535,-44.96498377215477,cruzeiro,SP
12711,-22.583095997105236,-44.98297588165092,cruzeiro,SP
12712,-22.591007602647572,-44.96540993399948,cruzeiro,SP
12720,-22.56900568275727,-44.94971999125744,cruzeiro,SP
12721,-22.56045063765325,-44.94673125,cruzeiro,SP
12722,-22.57385637926883,-44.94885183097637,cruzeiro,SP
12723,-22.560501195394984,-44.931592980293146,cruzeiro,SP
12730,-22.584369635033703,-44.95840023980035,cruzeiro,SP
12760,-22.571780398725835,-44.929957703637115,lavrinhas,SP
12800,-22.559827120655022,-44.83204110512417,queluz,SP
12820,-22.597766340071324,-44.70164180603219,areias,SP
12830,-22.74504599999995,-44.583481513343706,sao jose do barreiro,SP
12850,-22.707685235504464,-44.328866129507226,bananal,SP
12870,-22.676346523438287,-44.44955091535735,arapei,SP
12900,-22.969226632282513,-46.54628391020954,braganca paulista,SP
12902,-22.968260349991308,-46.55469847293554,braganca paulista,SP
12903,-22.97587690045299,-46.5712299200164,braganca paulista,SP
12904,-22.94718839578164,-46.555666854071255,braganca paulista,SP
12906,-23.03308124427309,-46.55601220038666,braganca paulista,SP
12908,-22.942895165416363,-46.55441328951407,braganca paulista,SP
12910,-22.982258950189483,-46.5404367968668,braganca paulista,SP
12912,-22.95983397224308,-46.546893350683796,braganca paulista,SP
12913,-22.963103801814707,-46.52780278031054,braganca paulista,SP
12914,-22.988743970999966,-46.540353458179005,braganca paulista,SP
12916,-23.02615687346809,-46.545969999999954,braganca paulista,SP
12917,-22.9831512635298,-46.55190825,braganca paulista,SP
12918,-22.994839464194445,-46.691077678306854,braganca paulista,SP
12919,-22.976976069392308,-46.56634093491522,braganca paulista,SP
12922,-22.928026499999994,-46.57030356383725,braganca paulista,SP
12924,-23.017788365999927,-46.54062479810372,braganca paulista,SP
12926,-22.9384575,-46.54875628336895,braganca paulista,SP
12927,-22.91472117431086,-46.550218201223366,braganca paulista,SP
12929,-22.977447878510674,-46.67721414704521,braganca paulista,SP
12930,-22.817058190629897,-46.6966895263919,tuiuti,SP
12935,-22.914431404756893,-46.43230322942447,vargem,SP
12940,-23.204421,-46.59029999999999,atibaia,SP
12941,-23.177254183458853,-46.62507980331316,atibaia,SP
12942,-23.15144392033591,-46.587185999999996,atibaia,SP
12943,-23.133805990239964,-46.572830165300786,atibaia,SP
12944,-23.12216819761668,-46.5732661537596,atibaia,SP
12945,-23.15103339772812,-46.56616271110071,atibaia,SP
12946,-23.16519579699997,-46.58928000650959,atibaia,SP
12947,-23.185413548999968,-46.58431729537957,atibaia,SP
12948,-23.22741515393369,-46.60366619265036,atibaia,SP
12949,-23.21274276941345,-46.69937100554158,atibaia,SP
12950,-23.15945901147174,-46.60369726409484,atibaia,SP
12951,-23.17392740463586,-46.64756877435322,atibaia,SP
12952,-23.14492333670709,-46.67479547760593,atibaia,SP
12953,-23.095372575177326,-46.600293490245704,atibaia,SP
12954,-23.1457632895684,-46.588417714857904,atibaia,SP
12955,-23.174570999999947,-46.49061738109346,bom jesus dos perdoes,SP
12960,-23.200967999999946,-46.44718173381835,nazare paulista,SP
12970,-23.099355217348233,-46.43179056608128,piracaia,SP
12980,-22.940855940417105,-46.27986016869272,joanopolis,SP
12990,-22.80157032885108,-46.4865382080284,pedra bela,SP
12995,-22.791272993891123,-46.59573184933391,pinhalzinho,SP
13010,-22.979609528997674,-47.14902461518264,campinas,SP
13012,-22.910205017485143,-47.061975961134564,campinas,SP
13013,-22.91281886063048,-47.07054133142978,campinas,SP
13015,-22.912078057825152,-47.06058600000001,campinas,SP
13020,-22.902822126002675,-47.155878345213786,campinas,SP
13023,-22.90017498335158,-47.06616813711118,campinas,SP
13024,-22.89763148647534,-47.06194949992037,campinas,SP
13025,-22.911081359974624,-47.056296080212356,campinas,SP
13026,-22.920254884817357,-47.057823639188655,campinas,SP
13030,-22.92991227115403,-47.08037208658897,campinas,SP
13031,-22.92527840383171,-47.09396924257029,campinas,SP
13032,-22.910459760814103,-47.08730173022104,campinas,SP
13033,-22.962901599774963,-47.10703462822438,campinas,SP
13034,-22.916505847562732,-47.09701007369147,campinas,SP
13035,-22.976135931432896,-47.14927487227534,campinas,SP
13036,-22.922447068266695,-47.07874003229782,campinas,SP
13040,-22.954386812822538,-47.07032430446079,campinas,SP
13041,-22.928116668115987,-47.0638331106029,campinas,SP
13042,-22.96766386733222,-47.05558738550986,campinas,SP
13043,-22.94124450607105,-47.054705855868605,campinas,SP
13044,-22.960995657012607,-47.05176716458487,campinas,SP
13045,-22.950454861503843,-47.0440098793479,campinas,SP
13046,-22.938586438801998,-47.030112465866424,campinas,SP
13049,-22.977948098638876,-47.14164772293294,campinas,SP
13050,-22.96400061548325,-47.113116078280136,campinas,SP
13051,-22.97462137024641,-47.09691776218873,campinas,SP
13052,-22.98789493089664,-47.122384022882,campinas,SP
13053,-23.044569726066108,-47.16973823023019,campinas,SP
13054,-23.037330248398675,-47.2346746794944,campinas,SP
13055,-23.04176494310117,-47.13333983611286,campinas,SP
13056,-22.998251022476808,-47.170616032942114,campinas,SP
13057,-22.979609528997674,-47.180457424231044,campinas,SP
13058,-23.03951835858965,-47.21434697668647,campinas,SP
13059,-23.038369229528552,-47.16809169219234,campinas,SP
13060,-22.95034143435859,-47.157258797310206,campinas,SP
13061,-22.91718345406544,-47.12028861587513,campinas,SP
13063,-22.898120689422374,-47.117016057591314,campinas,SP
13064,-22.962559427103187,-47.16284717376911,campinas,SP
13065,-22.893936726614367,-47.1303314456299,campinas,SP
13067,-23.03335476075387,-47.160697766786136,campinas,SP
13068,-22.910856786465178,-47.16201698209233,campinas,SP
13069,-22.90558499999999,-47.15679274132955,campinas,SP
13070,-22.90276123175025,-47.15036069893065,campinas,SP
13073,-22.89737030784497,-47.0779461566738,campinas,SP
13075,-22.88723668220901,-47.06480484430312,campinas,SP
13076,-22.88731668646393,-47.06094011508277,campinas,SP
13077,-22.881355389947625,-47.04654304524204,campinas,SP
13080,-22.956768702079138,-47.188078404110286,campinas,SP
13081,-22.86133328864907,-47.07284805919055,campinas,SP
13082,-22.959823269164755,-47.122131635485246,campinas,SP
13083,-22.967109526062604,-47.11333903954782,campinas,SP
13084,-22.834859196779963,-47.09774691104507,campinas,SP
13085,-23.03260769581449,-47.126796719080666,campinas,SP
13086,-22.840374222606943,-47.05762377407814,campinas,SP
13087,-22.96435219968292,-47.13476399999999,campinas,SP
13088,-22.892672775692212,-47.05549656880458,campinas,SP
13090,-22.898341529834386,-47.04728286412956,campinas,SP
13091,-22.89174274854291,-47.038458663973046,campinas,SP
13092,-22.906991503750906,-47.06562495453967,campinas,SP
13096,-22.92853727338564,-47.03237262244064,campinas,SP
13097,-22.85325776542297,-47.03427919500154,campinas,SP
13098,-22.891260698080114,-47.03693008313196,campinas,SP
13099,-22.75892646917843,-47.01757596917842,campinas,SP
13100,-22.924075679157077,-47.048556439662654,campinas,SP
13101,-22.930716154307863,-47.14357711713783,campinas,SP
13104,-23.04131092069878,-47.12714226187108,campinas,SP
13105,-22.960610329447746,-47.201930376219,campinas,SP
13106,-22.966924499999994,-47.19683024999999,campinas,SP
13107,-22.87811632944775,-46.96341658881068,campinas,SP
13108,-22.91412116718918,-46.947164686520274,campinas,SP
13140,-22.81092460418459,-47.19808137982583,paulinia,SP
13141,-22.808182659106816,-47.1854966909516,paulinia,SP
13142,-22.79615471218764,-47.194344182514655,paulinia,SP
13144,-22.76313155398463,-47.207978942956935,paulinia,SP
13145,-22.75827748357819,-47.195929482514856,paulinia,SP
13146,-22.733740030354387,-47.17669176943664,paulinia,SP
13147,-22.733134362183414,-47.14026536262738,paulinia,SP
13148,-22.803982261440414,-47.197491713725704,paulinia,SP
13150,-22.69594925199841,-47.2091525884826,cosmopolis,SP
13152,-22.64400205760021,-47.19366548535236,cosmopolis,SP
13154,-22.638162082319983,-47.17854055477459,cosmopolis,SP
13155,-22.635665641934434,-47.19421383117837,cosmopolis,SP
13157,-22.645572072436238,-47.21374861412789,cosmopolis,SP
13160,-22.589915543737625,-47.183835297014504,artur nogueira,SP
13165,-22.498067370233702,-47.21991729701603,engenheiro coelho,SP
13170,-22.83907182314343,-47.28080960287068,sumare,SP
13171,-22.84387598934922,-47.28222371885273,sumare,SP
13172,-22.82753224072977,-47.29466046069163,sumare,SP
13173,-22.81428109284643,-47.283577140025386,sumare,SP
13174,-22.829913901813153,-47.27411064876796,sumare,SP
13175,-22.845834922009345,-47.280414777329646,sumare,SP
13176,-22.901114435230465,-47.27413121110401,sumare,SP
13177,-22.846302031363606,-47.28337275382303,sumare,SP
13178,-22.84374645581125,-47.244501113526965,sumare,SP
13179,-22.839870342489487,-47.21837757609586,sumare,SP
13180,-22.855787290780672,-47.27990914738295,sumare,SP
13181,-22.858781014673372,-47.284348329596405,sumare,SP
13183,-22.892834896988926,-47.23072425000001,hortolandia,SP
13184,-22.898606541293802,-47.230731092984,hortolandia,SP
13185,-22.911117740579012,-47.22313241143636,hortolandia,SP
13186,-23.170468107680808,-47.2187670079619,hortolandia,SP
13187,-22.91271982987792,-47.23512074999999,hortolandia,SP
13188,-22.909415484095703,-47.2568908756479,hortolandia,SP
13189,-22.88081537883904,-47.236482,hortolandia,SP
13190,-22.97669887233189,-47.32156673733253,monte mor,SP
13201,-23.196383843386634,-46.900470875651216,jundiai,SP
13202,-23.21727257008479,-46.88142020370486,jundiai,SP
13203,-23.22842847326662,-46.873266736633326,jundiai,SP
13205,-23.25482542071069,-46.889263135870436,jundiai,SP
13206,-23.226391456835398,-46.88753575201501,jundiai,SP
13207,-23.2103075461666,-46.893943281951024,jundiai,SP
13208,-23.205497909515863,-46.90415781015192,jundiai,SP
13209,-23.188941,-46.91793107700824,jundiai,SP
13210,-23.248182652647067,-46.902948729910506,jundiai,SP
13211,-23.21687686395143,-46.96404998447502,jundiai,SP
13212,-23.25839429750309,-47.018016870862134,jundiai,SP
13213,-23.205416904649162,-47.021166157069175,jundiai,SP
13214,-23.258968146892677,-46.94128854486671,jundiai,SP
13215,-23.19974878570621,-46.90132857493224,jundiai,SP
13216,-23.18557418454628,-46.891031022408676,jundiai,SP
13218,-23.190439927520607,-46.878017446044026,jundiai,SP
13219,-23.19794804025041,-46.89850724999998,jundiai,SP
13220,-23.21799579139726,-46.85104353381816,varzea paulista,SP
13221,-23.203268771984693,-46.8414405,varzea paulista,SP
13222,-23.20556993329269,-46.83480402422275,varzea paulista,SP
13223,-23.23100251137905,-46.81723063089776,varzea paulista,SP
13224,-23.227764633447237,-46.83866571640623,varzea paulista,SP
13225,-23.23704974890935,-46.8539248902255,varzea paulista,SP
13226,-23.249007721987628,-46.835690010114355,varzea paulista,SP
13230,-23.230438710948228,-46.79271009756894,campo limpo paulista,SP
13231,-23.255389999999977,-46.79407451292983,campo limpo paulista,SP
13232,-23.221938233190308,-46.78080973910848,campo limpo paulista,SP
13233,-23.18634533466054,-46.78455411662338,campo limpo paulista,SP
13234,-23.251995399949983,-46.760813198733366,campo limpo paulista,SP
13236,-23.64367266304559,-46.803725119244106,campo limpo paulista,SP
13238,-23.25173522073555,-46.77942511081496,campo limpo paulista,SP
13240,-23.141742523811036,-46.73960340632915,jarinu,SP
13250,-23.00973955259048,-46.84860085281656,itatiba,SP
13251,-23.004590021787106,-46.847133257570455,itatiba,SP
13252,-22.97985606642307,-46.84474589537228,itatiba,SP
13253,-23.025757952706627,-46.854522871601155,itatiba,SP
13254,-23.029062640801172,-46.845403705477715,itatiba,SP
13255,-23.09882494132537,-46.87175924999998,itatiba,SP
13256,-23.019477765998932,-46.871281765258686,itatiba,SP
13257,-23.001304517012798,-46.87245498249366,itatiba,SP
13260,-22.88370180913157,-46.79872901119849,morungaba,SP
13270,-22.983462594755355,-47.011771086147796,valinhos,SP
13271,-22.987338658148907,-47.02549061495469,valinhos,SP
13272,-22.963476529893175,-47.01951380241167,valinhos,SP
13273,-22.975861488868944,-47.010203972644774,valinhos,SP
13274,-22.97464292237848,-46.991424714463776,valinhos,SP
13275,-22.99312269667339,-47.010989883419256,valinhos,SP
13276,-22.989630454123567,-47.001582700849674,valinhos,SP
13277,-23.00178669255661,-47.006342528890066,valinhos,SP
13278,-23.020487936303226,-47.033752098542,valinhos,SP
13279,-23.027249427851892,-47.04777608235125,valinhos,SP
13280,-23.072505962804176,-47.02408128186214,vinhedo,SP
13281,-23.317880249016067,-46.950924903826895,vinhedo,SP
13282,-23.56038420294712,-46.962499778181254,vinhedo,SP
13283,-23.962542736660218,-47.14465333456217,vinhedo,SP
13284,-23.59519889548933,-47.00033174279295,vinhedo,SP
13285,-23.055346477378965,-47.016453069940546,vinhedo,SP
13286,-23.052910153067533,-47.03164833595454,vinhedo,SP
13287,-23.06826868832159,-47.00235092073093,vinhedo,SP
13288,-23.07953353864216,-47.02026431552282,vinhedo,SP
13289,-23.05954057157114,-46.99874265109523,vinhedo,SP
13290,-23.104745999999995,-46.98613667467091,louveira,SP
13295,-23.231653207792696,-47.123499816014004,itupeva,SP
13300,-23.381716370434432,-47.34265209783383,itu,SP
13301,-23.4106047968366,-47.351160362522926,itu,SP
13302,-23.265919499567318,-47.277049049541226,itu,SP
13304,-23.288588258332407,-47.287462474868796,itu,SP
13305,-23.29347827690839,-47.26455043034622,itu,SP
13306,-23.306254427981955,-47.30735647205746,itu,SP
13308,-23.41581145121809,-47.35657101771863,itu,SP
13309,-23.29706004381337,-47.3115629518328,itu,SP
13310,-23.28880580552341,-47.31890393541686,itu,SP
13311,-23.37916423112254,-47.337191092146895,itu,SP
13312,-23.273811508415125,-47.414000820729505,itu,SP
13313,-23.256769367890712,-47.32897776089215,itu,SP
13315,-23.319556679987322,-47.190152148505575,cabreuva,SP
13318,-23.322421903967058,-47.064337143113534,cabreuva,SP
13319,-23.28867817281418,-47.0565400118141,bom fim do bom jesus,SP
13320,-23.209209680824042,-47.3072987349529,salto,SP
13321,-23.19982382347513,-47.299989636130235,salto,SP
13322,-23.207081093133784,-47.28841520053089,salto,SP
13323,-23.230183316406013,-47.28923051249347,salto,SP
13324,-23.225305693317523,-47.32131025565586,salto,SP
13326,-23.197062394396657,-47.3159148835766,salto,SP
13327,-23.186456281974397,-47.32798954560032,salto,SP
13328,-23.184582414451018,-47.3513991111377,salto,SP
13329,-23.17868400830989,-47.318484377892474,salto,SP
13330,-23.09450689525785,-47.2241646054357,indaiatuba,SP
13331,-23.090146742166265,-47.24660773602085,indaiatuba,SP
13332,-23.07322086078125,-47.23716085053957,indaiatuba,SP
13333,-23.07986594532286,-47.216747472423414,indaiatuba,SP
13334,-23.086918925685676,-47.21482907937562,indaiatuba,SP
13335,-23.08257829541171,-47.20325247988201,indaiatuba,SP
13336,-23.097358511758717,-47.222569730551385,indaiatuba,SP
13337,-23.071492037191984,-47.17760035928215,indaiatuba,SP
13338,-23.093177421071964,-47.22578081485784,indaiatuba,SP
13339,-23.09711928574332,-47.21101609063484,indaiatuba,SP
13340,-23.11341156117676,-47.229868078702744,indaiatuba,SP
13341,-23.154189120780345,-47.18082150000001,indaiatuba,SP
13342,-23.14698305836061,-47.1921487433422,indaiatuba,SP
13343,-23.10699608945989,-47.21287233374691,indaiatuba,SP
13344,-23.11373541493283,-47.21980951903324,indaiatuba,SP
13345,-23.11013395785725,-47.23468484984707,indaiatuba,SP
13346,-23.127753799298862,-47.24101660130418,indaiatuba,SP
13347,-23.143399757175423,-47.245617172595104,indaiatuba,SP
13348,-23.133869477568577,-47.252212447636964,indaiatuba,SP
13349,-23.13090048973455,-47.277594926532046,indaiatuba,SP
13350,-23.079663745699147,-47.40182779261236,elias fausto,SP
13355,-12.993852225474159,-38.480881846108396,cardeal,SP
13360,-23.02243442937961,-47.527759483063114,capivari,SP
13370,-23.02276617586075,-47.53202233176193,rafard,SP
13375,-23.57017864279533,-47.56826980444117,mombuca,SP
13380,-22.928107942529245,-47.56598278921759,mombuca,SP
13381,-22.801455426942486,-47.325913356928254,nova odessa,SP
13382,-22.806249363145174,-47.31594409359511,nova odessa,SP
13385,-22.80233243574235,-47.301142181515296,nova odessa,SP
13386,-22.810870964251105,-47.3064897818167,nova odessa,SP
13387,-22.789543033585296,-47.294016067609576,nova odessa,SP
13388,-22.768968584782318,-47.27651255605063,nova odessa,SP
13389,-22.76468407355268,-47.22674392642102,nova odessa,SP
13390,-22.86365959665312,-47.62158652799945,rio das pedras,SP
13400,-22.735366993075093,-47.68111431305912,piracicaba,SP
13401,-22.79576593476259,-47.691441723555954,piracicaba,SP
13402,-22.762140558976288,-47.69012178034467,piracicaba,SP
13403,-22.739402503750917,-47.6877309851849,piracicaba,SP
13405,-22.723664427145234,-47.67571297544573,piracicaba,SP
13406,-22.68629957292084,-47.71801546304358,piracicaba,SP
13408,-22.681517794881486,-47.706001218708494,piracicaba,SP
13409,-22.68446413627446,-47.72612475,piracicaba,SP
13411,-22.683036991949926,-47.750970523903064,piracicaba,SP
13412,-22.737561776734413,-47.67440855759129,piracicaba,SP
13413,-22.682658205030194,-47.62710458491554,piracicaba,SP
13414,-22.704250757689508,-47.65731460235248,piracicaba,SP
13415,-22.70734123535693,-47.594814412977726,piracicaba,SP
13416,-22.734077615875126,-47.64940617554391,piracicaba,SP
13417,-22.747442907389694,-47.644563871083136,piracicaba,SP
13418,-22.735629,-47.63395008560804,piracicaba,SP
13419,-22.7386305,-47.65005224999999,piracicaba,SP
13420,-22.76703944936224,-47.63991108090485,piracicaba,SP
13421,-22.77506698917995,-47.60494051584036,piracicaba,SP
13422,-22.768993676928893,-47.618491794189,piracicaba,SP
13423,-22.774383671100512,-47.63073388049706,piracicaba,SP
13424,-22.76978087870052,-47.6508824407639,piracicaba,SP
13425,-22.769840711097988,-47.63855554369071,piracicaba,SP
13426,-22.771315027468468,-47.635711689710845,piracicaba,SP
13427,-22.74328921510183,-47.57822939731085,piracicaba,SP
13428,-22.74495567029245,-47.6346458755457,piracicaba,SP
13432,-22.688280920628678,-47.77559104259942,piracicaba,SP
13433,-22.56971348681403,-47.60996992951116,piracicaba,SP
13440,-22.852134824706066,-47.68735471255079,saltinho,SP
13450,-22.766344159568337,-47.4333911659904,santa barbara d oeste,SP
13451,-22.74957315953347,-47.4258379346281,santa barbara d oeste,SP
13452,-22.73098895310133,-47.409345902290795,santa barbara d'oeste,SP
13453,-22.77403533634833,-47.41537048971157,santa barbara d oeste,SP
13454,-22.74870004980929,-47.389752940611295,santa barbara d oeste,SP
13455,-22.757612382175267,-47.38652345900657,santa barbara d oeste,SP
13456,-22.767400133967023,-47.404311362666355,santa barbara d oeste,SP
13457,-22.777107375780066,-47.4009863932576,santa barbara d oeste,SP
13458,-22.777771448627792,-47.42034639384653,santa barbara d oeste,SP
13459,-22.73984285448193,-47.48930044388482,santa barbara d'oeste,SP
13460,-22.808255026282712,-47.32141127196533,nova odessa,SP
13465,-22.752563605603353,-47.348440323619364,americana,SP
13466,-22.75962089425243,-47.33755479193037,americana,SP
13467,-22.782195000000005,-47.35606274999999,americana,SP
13468,-22.76597392762964,-47.362061482659094,americana,SP
13469,-22.744584471002327,-47.37158548958628,americana,SP
13470,-22.73070386405807,-47.3832585051359,americana,SP
